State_Code,Account_Length_Months,Area_Code,Intl_Plan,VM_Plan,VM_Messages,Avg_Day_Minutes,Avg_Day_Calls,Avg_Day_Charge,Avg_Eve_Minutes,Avg_Eve_Calls,Avg_Eve_Charge,Avg_Night_Minutes,Avg_Night_Calls,Avg_Night_Charge,Avg_Intl_Minutes,Avg_Intl_Calls,Avg_Intl_Charge,Customer_Service_Calls,Churn
DC,76,415,0,1,41,229.84,117,42.33,185.05,103,21.63,188.66,82,9.43,11.62,6,3.03,0,0
OR,104,415,0,0,0,151.03,119,27.82,214.09,134,25.02,191.7,110,9.59,11.84,2,3.09,2,0
ME,72,408,0,1,21,201.84,115,37.18,358.96,91,41.96,189.57,126,9.48,18.97,4,4.96,1,0
ID,60,408,1,1,29,287.46,120,52.95,231.24,100,27.02,109.47,87,5.47,16.1,13,4.2,0,1
MA,87,510,0,1,24,146.81,115,27.05,269.38,66,31.49,183.8,96,9.2,7.36,4,1.92,0,0
DC,194,408,0,0,0,52.32,107,9.64,301.21,146,35.2,221.27,92,11.06,20.93,1,5.46,1,0
WV,53,415,0,0,0,177.41,112,32.68,220.73,59,25.8,197.16,131,9.86,13.11,2,3.42,1,0
HI,100,415,0,1,26,166.16,122,30.61,147.66,155,17.25,216.2,110,10.82,18.28,6,4.77,1,0
RI,54,415,0,0,0,296,120,54.53,128.15,165,14.99,270.99,124,13.55,13.45,3,3.51,1,0
UT,52,415,0,0,0,167.57,117,30.87,142.94,110,16.71,178.33,89,8.91,8.05,4,2.1,4,1
MT,98,415,0,0,0,176,69,32.42,198.23,115,23.18,222.28,110,11.12,6.9,3,1.8,2,0
IN,53,415,0,0,0,182.49,103,33.62,236.06,92,27.6,156.25,119,7.81,12.54,2,3.27,0,0
WY,124,510,0,0,0,208.65,103,38.43,96.22,105,11.24,174.99,110,8.76,17.6,3,4.59,1,0
DC,189,415,0,1,38,277.51,104,51.12,161.26,127,18.85,124.56,92,6.24,13.11,3,3.42,3,0
SC,116,415,0,1,23,273.51,83,50.38,148.84,128,17.4,281.32,110,14.07,13.57,3,3.54,2,0
ND,90,408,0,0,0,152.22,116,28.04,324.67,121,37.96,270.78,118,13.54,16.22,1,4.23,0,0
ND,117,408,0,0,0,199.46,103,36.75,376.75,85,44.04,218.53,95,10.93,10,4,2.61,1,0
AL,130,510,0,0,0,152.32,72,28.05,233.06,115,27.24,125.16,101,6.26,15.64,4,4.08,3,0
NE,100,510,1,0,0,74.05,117,13.65,361.21,122,42.22,207.8,105,10.39,13.92,10,3.63,0,0
KY,162,510,0,0,0,238.49,124,43.93,166.3,128,19.44,189.06,94,9.45,12.08,12,3.16,1,0
SD,97,415,0,1,28,218.7,103,40.28,74.15,89,8.66,260.86,68,13.04,7.7,3,2.01,1,0
NY,77,415,1,0,0,349.95,112,64.46,149.16,105,17.43,206.99,94,10.35,9.78,3,2.56,6,1
IN,148,510,0,0,0,233.73,101,43.05,198.98,111,23.25,303.8,151,15.19,11.5,6,3,2,0
SD,109,408,0,0,0,234.59,122,43.21,221.81,150,25.93,271.39,112,13.57,9.43,4,2.46,1,0
ID,107,408,0,0,0,93.84,101,17.29,115.83,90,13.54,206.89,92,10.34,15.18,3,3.96,1,0
MO,115,415,1,0,0,194.59,126,35.84,213.02,133,24.9,219.85,74,11,14.26,3,3.72,1,0
AR,117,415,0,1,35,206.16,106,37.98,224.7,113,26.26,205.06,107,10.25,14.26,6,3.72,1,0
WI,77,408,0,1,17,221.51,89,40.8,215.38,108,25.18,222.48,103,11.13,13,6,3.39,0,0
TX,57,415,0,0,0,218.38,106,40.22,180.98,95,21.16,234.73,126,11.74,3.91,4,1.02,1,0
MS,112,415,0,0,0,170.92,113,31.49,194.48,107,22.74,202.84,133,10.14,9.55,8,2.49,1,0
CO,79,415,0,0,0,72.11,132,13.28,218.59,96,25.55,257.92,116,12.9,17.36,2,4.53,1,0
MA,63,510,0,1,34,164.54,126,30.3,243.34,96,28.44,198.18,109,9.92,14.14,6,3.69,1,0
NY,91,415,0,0,0,101.08,117,18.62,228.56,84,26.71,173.87,88,8.7,10.24,4,2.67,4,1
DC,76,510,0,0,0,154.92,104,28.53,331.21,107,38.71,209.92,129,10.5,13.11,3,3.42,2,0
HI,97,408,0,0,0,183.46,89,33.79,177.77,91,20.78,194.33,88,9.72,14.72,7,3.84,3,0
WV,139,510,0,0,0,145.3,112,26.77,226.41,104,26.46,196.05,132,9.8,11.73,2,3.06,5,1
MO,26,415,0,0,0,253.51,116,46.7,231.99,137,27.11,194.03,99,9.7,4.02,7,1.06,3,0
NV,88,415,1,1,25,311.89,121,57.45,217.95,78,25.48,231.29,124,11.57,14.95,6,3.9,1,0
CT,55,510,0,0,0,196,106,36.1,214.84,129,25.11,229.77,105,11.49,12.54,2,3.27,1,0
IA,88,415,0,1,37,196.43,93,36.18,254.38,112,29.73,211.75,117,10.59,10.92,6,2.86,2,0
WI,78,415,0,0,0,141.41,68,26.05,239.7,123,28.01,230.68,114,11.54,11.5,6,3,1,0
MA,113,415,0,0,0,136.22,95,25.09,220.52,97,25.77,219.75,128,10.98,14.72,1,3.84,0,0
WA,68,415,0,1,34,172.97,76,31.86,197.7,126,23.1,210.94,107,10.55,7.02,11,1.83,1,0
MN,137,415,0,0,0,91.14,104,16.79,278.06,122,32.5,200,122,10.01,11.84,2,3.09,2,0
TN,73,415,0,1,33,140.32,119,25.85,241.42,102,28.22,265.82,110,13.29,9.89,3,2.58,1,0
MA,111,415,0,0,0,266.49,115,49.09,231.77,94,27.1,181.87,105,9.09,14.6,3,3.81,2,0
WA,69,510,0,0,0,180.97,111,33.34,130.19,150,15.22,211.95,88,10.6,18.4,2,4.8,1,0
NM,94,415,0,0,0,123.68,122,22.78,197.05,84,23.03,207.8,82,10.39,6.79,2,1.77,3,0
IL,134,408,0,1,10,172.32,84,31.74,97.51,100,11.4,202.03,145,10.11,11.5,3,3,2,0
AL,130,415,0,0,0,150.27,104,27.68,128.8,123,15.06,162.43,119,8.13,16.68,2,4.36,3,0
WI,51,415,0,0,0,197.95,105,36.46,171.55,113,20.05,315.75,128,15.79,8.05,3,2.1,1,0
UT,169,408,0,0,0,288.32,111,53.11,169.52,93,19.82,291.34,117,14.58,15.87,3,4.14,3,1
SC,79,408,0,0,0,164.54,119,30.3,189.87,140,22.19,97.62,92,4.88,6.1,3,1.59,1,0
WV,122,415,0,0,0,151.46,127,27.9,247.95,136,28.98,190.48,134,9.52,12.88,6,3.36,2,0
ME,94,415,0,0,0,216.43,120,39.86,138.12,123,16.15,282.43,115,14.12,11.96,6,3.12,0,0
ME,80,408,0,0,0,127.68,95,23.52,154.62,82,18.08,227.95,91,11.4,9.43,7,2.46,1,0
WI,118,408,1,0,0,172.97,130,31.86,187.95,102,21.97,187.14,105,9.36,11.38,3,2.97,2,0
KY,182,415,0,0,0,173.3,92,31.92,246.34,107,28.79,187.65,101,9.39,10,12,2.61,2,0
AL,145,415,0,0,0,236.76,104,43.61,188.7,115,22.06,168.41,140,8.42,7.82,3,2.04,2,0
DE,71,415,0,0,0,300,110,55.26,141.23,128,16.5,128.51,107,6.43,9.43,2,2.46,1,0
AR,121,415,0,0,0,156.54,134,28.84,214.95,87,25.12,211.44,86,10.58,15.3,10,3.99,0,1
WV,85,415,0,0,0,253.51,120,46.7,254.27,123,29.72,124.25,116,6.21,14.84,3,3.87,4,0
KY,85,415,0,0,0,190.7,129,35.13,240.99,130,28.17,222.38,53,11.12,13.22,1,3.46,1,0
VA,80,510,0,0,0,220.22,98,40.56,231.88,103,27.1,156.15,70,7.81,8.74,6,2.28,2,0
OK,156,415,0,0,0,188.65,69,34.75,211.52,123,24.72,241.52,91,12.08,12.19,2,3.18,0,0
MT,93,415,0,1,21,231.14,109,42.58,276.13,76,32.27,221.16,121,11.06,8.28,7,2.16,1,0
WY,136,415,0,1,31,154.7,93,28.5,253.52,69,29.63,230.68,127,11.54,13.11,6,3.42,2,0
NM,155,408,0,0,0,234.27,32,43.15,154.62,132,18.08,137.01,112,6.85,12.42,1,3.24,2,0
TN,73,415,0,0,0,173.08,117,31.88,228.56,76,26.71,176.3,76,8.81,14.95,4,3.9,0,0
WV,62,415,0,0,0,268.86,116,49.52,235.74,125,27.55,269.06,82,13.46,15.18,2,3.96,1,1
WA,64,408,1,0,0,255.35,82,47.03,234.24,90,27.38,196.56,103,9.83,15.18,2,3.96,2,1
MI,164,510,0,1,30,258.16,106,47.56,246.45,128,28.81,208.91,70,10.44,15.18,9,3.96,1,0
ND,79,408,0,0,0,188.97,93,34.81,211.09,100,24.68,88.1,109,4.41,9.89,7,2.58,3,0
TX,71,415,0,0,0,301.51,117,55.53,203.8,71,23.83,258.43,89,12.92,13.45,8,3.51,0,1
PA,58,510,0,0,0,262.81,111,48.41,247.95,114,28.98,183.19,127,9.16,8.97,4,2.34,2,0
VT,140,408,0,1,24,254.49,98,46.88,172.41,75,20.16,214.58,105,10.74,10.24,2,2.67,3,0
NJ,87,415,0,0,0,221.41,107,40.79,172.52,85,20.17,289.32,94,14.47,10.92,3,2.86,0,0
AL,108,415,0,0,0,239.78,111,44.17,115.94,113,13.56,209.72,92,10.49,13.92,3,3.63,2,0
CT,66,510,0,0,0,224.54,90,41.36,210.77,119,24.64,265.01,88,13.26,7.82,3,2.04,1,0
AZ,78,408,0,0,0,96.32,132,17.75,242.81,128,28.38,252.35,93,12.62,7.94,6,2.07,0,0
NY,112,408,0,0,0,380,101,70,221.59,114,25.9,279.29,154,13.97,13.68,4,3.57,1,1
MS,88,510,0,0,0,219.03,147,40.34,225.77,130,26.39,82.13,91,4.11,11.27,9,2.94,1,0
IA,98,415,0,0,0,256.76,138,47.3,228.45,90,26.7,196.56,113,9.83,11.62,3,3.03,0,0
ND,149,415,0,1,20,215.03,82,39.6,293.6,93,34.32,193.11,80,9.66,16.44,10,4.29,1,0
MS,166,408,0,0,0,296.54,117,54.62,56.68,115,6.63,249.22,126,12.46,12.54,6,3.27,0,0
MD,101,415,0,0,0,190.81,111,35.15,212.81,144,24.87,212.86,159,10.65,8.86,6,2.31,0,0
MT,176,415,0,1,23,306.16,138,56.39,174.23,78,20.36,179.95,110,9,8.28,7,2.16,1,0
NY,107,510,0,0,0,168.97,80,31.12,230.7,98,26.96,119.7,122,5.99,10.12,2,2.64,1,0
CA,73,415,0,0,0,148.76,120,27.4,192.55,79,22.5,174.99,75,8.76,12.3,2,3.21,1,1
MO,125,408,0,0,0,229.51,94,42.27,230.81,134,26.98,189.16,77,9.47,13,2,3.39,2,0
CO,64,415,0,1,27,217.62,107,40.08,154.09,94,18.01,152.1,134,7.61,14.14,3,3.69,1,0
FL,20,415,0,1,35,185.41,104,34.16,164.05,134,19.17,167.7,132,8.38,8.16,3,2.13,0,0
WV,152,415,1,1,20,256.76,127,47.3,271.53,100,31.74,268.56,85,13.43,16.33,3,4.26,9,1
MA,120,408,0,1,26,258.81,100,47.67,277.95,93,32.49,241.01,140,12.05,8.86,3,2.31,0,0
WA,144,415,0,1,26,191.46,100,35.27,220.73,90,25.8,258.03,100,12.91,7.59,2,1.98,2,0
PA,108,415,0,1,15,212.76,84,39.19,185.91,105,21.73,278.18,114,13.91,16.79,6,4.38,1,0
FL,105,415,0,0,0,272,93,50.1,187.62,109,21.93,186.73,118,9.34,6.21,6,1.62,1,0
MT,105,510,0,0,0,128.97,87,23.76,198.34,118,23.18,158.99,78,7.96,12.54,4,3.27,2,0
MI,103,408,1,0,0,67.89,132,12.51,182.59,70,21.34,283.75,82,14.19,10.81,4,2.82,3,0
OH,105,408,0,0,0,173.3,91,31.92,209.16,85,24.44,165.37,115,8.27,14.6,3,3.81,2,0
NJ,61,415,0,0,0,213.73,125,39.37,163.09,102,19.07,223.8,98,11.2,8.05,3,2.1,2,0
LA,118,415,0,0,0,83.89,120,15.45,135.98,79,15.9,193.42,84,9.67,17.14,4,4.47,1,0
AL,122,510,0,1,33,292.76,102,53.93,236.16,116,27.6,172.05,110,8.61,13.57,9,3.54,4,0
AR,140,510,0,1,28,169.84,82,31.29,184.73,103,21.59,186.84,99,9.34,12.76,10,3.33,1,0
IA,146,510,1,0,0,176.76,90,32.56,240.88,158,28.16,256.3,123,12.82,11.27,4,2.94,1,0
SD,161,415,1,0,0,168.76,121,31.09,193.2,67,22.59,181.87,122,9.09,12.76,10,3.33,2,0
MI,101,415,0,0,0,250.05,92,46.06,240.77,93,28.14,217.32,73,10.87,8.28,8,2.16,1,0
ND,96,408,0,0,0,110.38,78,20.33,100.4,93,11.73,239.19,132,11.96,16.1,2,4.2,1,0
NH,178,415,0,1,35,189.62,93,34.93,203.59,69,23.8,140.46,99,7.02,12.08,3,3.16,2,0
WV,84,415,0,0,0,233.62,121,43.04,211.63,113,24.74,220.56,110,11.03,11.27,3,2.94,1,0
GA,65,415,0,1,23,242.38,112,44.64,203.16,106,23.75,225.62,79,11.29,11.27,4,2.94,0,0
IL,35,415,0,0,0,193.73,63,35.68,303.56,107,35.48,289.01,88,14.45,6.67,8,1.74,2,0
CA,92,408,0,0,0,269.62,125,49.67,226.63,101,26.49,171.14,123,8.56,10.46,3,2.73,0,0
ID,112,510,0,0,0,204.76,88,37.72,234.66,94,27.44,170.13,123,8.51,8.16,9,2.13,3,0
NY,24,408,0,0,0,287.14,91,52.89,223.74,108,26.15,184.81,111,9.24,12.76,7,3.33,2,1
IN,116,510,0,1,35,127.57,109,23.5,179.16,112,20.94,208.3,108,10.42,13.57,2,3.54,2,0
NM,139,510,0,0,0,239.24,148,44.07,169.09,94,19.76,194.94,94,9.75,13,7,3.39,1,0
OH,58,510,0,0,0,227.14,134,41.84,266.7,114,31.18,160.61,93,8.04,16.56,2,4.32,4,0
WA,126,415,0,0,0,247.24,108,45.54,180.77,105,21.13,226.33,106,11.32,13.57,4,3.54,1,0
OR,139,415,1,0,0,174.59,128,32.17,206.7,145,24.17,170.43,101,8.52,12.88,14,3.36,0,0
MA,41,408,0,0,0,219.35,103,40.4,164.8,110,19.26,114.94,97,5.75,10.35,3,2.7,3,0
AZ,53,510,1,0,0,156.76,85,28.87,244.74,87,28.6,171.54,115,8.58,10.24,6,2.67,0,0
ME,15,415,0,0,0,200.11,109,36.86,207.66,157,24.27,309.06,84,15.45,15.18,7,3.96,5,0
TX,73,415,0,0,0,197.08,122,36.3,213.45,103,24.95,121.72,119,6.09,20.7,6,5.4,1,0
MD,127,510,0,0,0,103.78,124,19.12,189.66,72,22.18,164.25,134,8.22,11.16,4,2.91,3,0
NH,73,415,0,0,0,231.68,154,42.67,287.71,143,33.62,244.25,97,12.21,12.42,14,3.24,1,0
WY,86,408,0,1,26,152.76,127,28.14,144.23,104,16.86,198.38,99,9.93,15.3,6,3.99,1,0
NH,56,408,0,0,0,157.95,60,29.1,210.23,103,24.58,314.03,116,15.7,10.58,3,2.76,0,0
NC,110,415,0,0,0,192.97,132,35.55,157.41,149,18.4,219.85,108,11,11.38,8,2.97,1,0
WA,193,415,0,0,0,184.76,132,34.03,141.76,101,16.58,114.33,94,5.72,13.34,3,3.48,1,0
VA,51,510,0,0,0,56,113,10.32,246.67,110,28.84,230.38,125,11.53,11.96,4,3.12,2,0
AR,116,408,0,0,0,311.35,127,57.35,274.1,95,32.03,236.35,105,11.82,15.41,4,4.02,0,1
MO,172,408,0,1,47,297.19,108,54.74,199.95,125,23.37,248.1,130,12.41,10.12,2,2.64,1,0
IL,89,510,0,0,0,328.54,101,60.51,279.56,121,32.68,316.05,94,15.8,6.1,3,1.59,1,1
MO,73,415,0,1,31,210.16,110,38.71,188.59,89,22.04,233.01,116,11.65,13.22,3,3.46,0,0
AZ,169,408,0,0,0,260.22,126,47.93,151.19,108,17.67,122.13,59,6.11,8.86,2,2.31,2,0
DC,90,415,0,0,0,157.3,98,28.98,233.27,121,27.26,148.76,130,7.44,12.54,2,3.27,3,0
AL,135,510,0,0,0,166.92,138,30.75,218.38,95,25.52,160.71,62,8.04,13.57,3,3.54,0,0
MN,154,408,0,1,35,70.16,81,12.92,197.27,96,23.06,153.52,79,7.68,16.79,1,4.38,1,0
NJ,112,510,0,0,0,186.05,77,34.27,244.31,144,28.56,272.81,101,13.64,16.22,3,4.23,2,0
KS,133,415,0,0,0,179.35,104,33.03,173.48,116,20.28,211.54,127,10.58,12.88,12,3.36,2,0
WY,110,415,0,1,37,246.38,85,45.38,109.19,149,12.76,190.48,116,9.52,5.86,7,1.53,0,0
HI,98,408,0,1,40,229.3,95,42.24,250.63,116,29.29,236.96,89,11.85,8.16,4,2.13,0,0
NE,99,415,0,1,31,263.89,75,48.61,217.95,61,25.48,236.96,122,11.85,8.86,4,2.31,3,0
MO,115,415,0,1,26,143.03,151,26.34,292.96,94,34.24,198.18,81,9.92,17.02,8,4.44,0,0
VA,101,415,1,0,0,183.24,124,33.76,227.16,118,26.55,206.58,127,10.33,11.16,1,2.91,0,1
AL,71,415,0,0,0,229.3,121,42.24,252.77,96,29.54,210.33,143,10.52,13,6,3.39,4,0
CO,148,510,0,0,0,249.3,98,45.92,198.88,103,23.25,185.52,84,9.27,7.13,4,1.86,2,0
TX,96,408,0,1,26,157.62,115,29.04,205.95,94,24.08,167.19,101,8.36,11.38,2,2.97,1,0
WY,136,408,1,0,0,198.27,109,36.52,152.05,120,17.77,202.94,129,10.15,11.96,10,3.12,2,0
MN,80,415,0,0,0,163.78,94,30.17,141.12,83,16.49,238.28,138,11.92,13.57,4,3.54,0,0
NC,38,510,0,0,0,303.89,120,55.98,252.99,87,29.57,233.01,63,11.65,12.54,3,3.27,1,1
OK,109,510,0,0,0,127.35,68,23.46,231.66,89,27.08,150.28,62,7.52,12.54,6,3.27,1,0
OK,107,415,0,1,14,123.57,140,22.76,214.09,96,25.02,197.16,78,9.86,8.62,9,2.26,1,0
IL,86,415,0,1,33,273.62,119,50.4,225.13,100,26.32,96.2,104,4.81,13.68,4,3.57,3,0
ME,63,408,0,1,25,205.41,145,37.83,124.94,80,14.6,143.29,116,7.17,14.03,2,3.66,1,0
RI,58,408,0,0,0,202.81,120,37.35,232.95,122,27.23,141.47,97,7.08,11.27,6,2.94,3,0
IL,123,415,0,1,27,214.81,135,39.57,266.81,111,31.19,175.39,131,8.77,14.38,6,3.76,1,0
NM,100,408,0,0,0,236.54,133,43.57,158.91,108,18.58,281.32,103,14.07,11.16,7,2.91,1,0
OR,113,408,0,1,34,48.54,67,8.94,143.8,87,16.81,170.53,125,8.53,15.3,3,3.99,1,0
VT,104,415,0,0,0,141.08,82,25.99,140.58,124,16.43,268.05,67,13.4,14.95,7,3.9,0,0
MS,80,510,0,0,0,169.73,107,31.26,223.74,134,26.15,114.73,115,5.74,18.63,2,4.86,2,0
DC,89,415,0,1,29,176.76,85,32.56,294.46,144,34.42,386.73,155,19.35,8.62,6,2.26,2,0
WA,103,415,0,0,0,139.78,109,25.75,217.31,94,25.4,235.95,133,11.81,14.84,2,3.87,2,0
CT,33,510,0,1,16,135.24,59,24.91,264.24,148,30.88,238.38,115,11.92,13.92,2,3.63,0,0
VA,21,510,0,1,31,146.92,95,27.06,290.38,89,33.95,181.37,94,9.07,10.92,8,2.86,6,0
KS,158,415,0,0,0,211.78,109,39.01,95.47,101,11.15,306.03,87,15.31,11.84,3,3.09,1,0
RI,130,415,0,1,45,188.65,127,34.75,233.06,101,27.24,223.09,71,11.15,14.03,2,3.66,1,0
AZ,24,415,0,0,0,261.51,110,48.17,155.59,119,18.18,217.22,111,10.86,7.59,6,1.98,1,0
IL,139,510,0,0,0,160.76,95,29.61,218.91,112,25.59,145.92,111,7.29,11.27,4,2.94,2,0
WV,125,415,1,1,29,281.95,86,51.94,175.41,119,20.5,275.14,124,13.76,19.55,7,5.1,1,1
WA,92,510,0,1,27,252.54,134,46.51,163.84,100,19.16,265.42,100,13.27,14.72,4,3.84,1,0
KS,108,408,1,0,0,124.43,121,22.92,226.41,74,26.46,137.82,90,6.89,15.87,3,4.14,2,1
ME,74,408,0,0,0,169.84,101,31.29,228.34,38,26.68,283.95,81,14.2,8.74,3,2.28,2,0
VA,60,510,0,0,0,220.22,101,40.56,227.81,129,26.63,179.34,109,8.97,9.09,1,2.37,3,0
ME,88,415,0,0,0,182.49,150,33.62,226.63,137,26.49,88,97,4.4,12.08,8,3.16,3,0
KY,75,510,0,0,0,226.38,141,41.7,226.63,128,26.49,294.89,130,14.74,8.28,4,2.16,1,0
ME,64,415,1,0,0,243.57,142,44.86,115.94,92,13.56,141.37,140,7.07,19.9,10,5.19,1,1
MS,56,415,0,1,29,40.76,122,7.51,154.41,118,18.05,229.47,107,11.48,5.64,3,1.47,1,0
ID,181,415,0,1,27,205.73,99,37.89,266.81,134,31.19,218.43,87,10.93,12.19,4,3.18,1,0
MD,95,408,0,0,0,172.97,141,31.86,230.7,104,26.96,191.29,92,9.57,10.46,4,2.73,0,0
OR,99,415,0,1,42,233.51,133,43.01,248.92,110,29.1,218.23,106,10.92,10.7,4,2.79,2,1
ME,97,415,0,0,0,232.76,62,42.87,259.74,96,30.35,283.34,111,14.17,13.92,10,3.63,0,0
AR,209,510,0,0,0,275.78,132,50.8,247.09,116,28.88,220.76,73,11.04,9.78,6,2.56,3,1
VA,120,415,0,0,0,272.43,127,50.18,160.94,112,18.82,153.72,101,7.69,11.04,1,2.88,2,0
IN,58,408,0,0,0,206.81,127,38.09,231.88,131,27.1,101.57,140,5.08,9.89,10,2.58,3,0
KY,72,415,0,1,21,149.3,120,27.5,278.7,88,32.58,137.11,125,6.85,9.43,2,2.46,2,0
IN,3,510,0,1,27,72.86,123,13.42,261.45,83,30.56,284.66,98,14.24,13.11,2,3.42,2,0
VT,125,408,0,0,0,207.14,122,38.15,220.31,114,25.76,212.86,130,10.65,10.58,3,2.76,2,0
NM,60,415,0,0,0,194.92,71,35.9,222.88,72,26.05,183.49,107,9.17,14.72,7,3.84,2,0
CO,96,415,0,1,26,190.05,102,35.01,221.38,89,25.87,180.25,111,9.02,12.76,2,3.33,2,0
OR,115,415,0,0,0,142.7,95,26.29,211.63,79,24.74,178.03,121,8.9,0,0,0,3,0
NJ,77,415,0,0,0,199.68,138,36.78,207.88,111,24.3,252.25,96,12.62,10.35,4,2.7,1,0
KS,52,510,0,0,0,236.76,106,43.61,159.55,116,18.65,153.72,136,7.69,13.68,9,3.57,3,0
RI,47,415,1,0,0,191.46,110,35.27,232.95,103,27.23,194.23,138,9.71,11.16,6,2.91,2,0
MN,142,415,0,0,0,263.14,81,48.47,172.94,108,20.22,122.03,111,6.1,11.5,6,3,4,0
MD,65,415,0,1,29,232.97,137,42.92,173.48,82,20.28,129.92,96,6.49,10.12,6,2.64,2,0
ID,111,510,0,0,0,190.7,66,35.13,215.38,131,25.18,152.3,146,7.62,12.88,2,3.36,0,0
HI,83,415,0,1,41,168.54,129,31.04,173.91,113,20.33,129.22,111,6.46,15.07,6,3.93,3,0
WV,123,408,0,0,0,255.35,143,47.03,293.49,93,34.3,229.87,81,11.5,11.62,7,3.03,2,1
CO,131,408,0,0,0,102.05,85,18.8,230.49,107,26.94,181.97,114,9.11,15.07,10,3.93,2,0
OR,89,415,0,1,32,226.92,120,41.79,267.67,110,31.28,227.04,97,11.36,10,8,2.61,1,0
AR,142,510,0,0,0,220.76,104,40.66,202.41,90,23.66,234.13,144,11.71,7.48,7,1.96,1,0
VA,28,415,0,0,0,185.08,95,34.09,186.34,69,21.78,213.16,147,10.66,16.1,4,4.2,2,0
VA,61,415,0,0,0,253.19,81,46.63,232.2,114,27.14,132.25,129,6.62,15.99,2,4.17,1,0
CO,74,415,0,1,38,190.27,89,35.05,308.81,109,36.1,180.46,91,9.03,17.02,6,4.44,2,0
RI,42,408,0,0,0,212.43,94,39.13,258.56,130,30.22,145.01,111,7.25,4.6,8,1.2,0,0
SD,127,415,0,1,24,228.65,128,42.12,197.05,122,23.03,188.56,109,9.43,15.52,1,4.06,3,0
RI,160,415,0,0,0,276.76,118,50.98,200.8,65,23.47,120.61,86,6.03,13.22,4,3.46,3,0
SD,106,408,0,0,0,192.86,152,35.53,264.67,130,30.94,263.19,111,13.17,11.04,2,2.88,0,0
DC,93,408,0,0,0,164.76,78,30.35,294.24,93,34.39,255.39,127,12.77,7.59,6,1.98,3,0
CO,44,415,0,0,0,243.89,125,44.92,145.08,129,16.96,192.51,101,9.62,13.92,6,3.63,1,0
IN,115,415,0,0,0,199.03,104,36.66,350.39,77,40.96,215.19,112,10.76,8.62,7,2.26,2,0
MT,137,408,0,0,0,81.95,113,15.1,275.28,104,32.18,206.99,125,10.35,12.08,3,3.16,2,0
NY,94,415,0,0,0,157.19,98,28.96,185.16,109,21.65,186.23,45,9.32,10.7,3,2.79,2,0
TN,96,415,0,0,0,105.51,104,19.43,113.05,125,13.22,222.99,111,11.15,13.34,10,3.48,1,0
NV,195,415,0,0,0,239.57,116,44.12,135.23,100,15.81,214.89,104,10.75,7.36,2,1.92,0,0
CT,90,415,0,0,0,112.43,110,20.71,183.12,112,21.41,160.81,105,8.05,10,6,2.61,4,1
HI,113,510,0,0,0,139.14,106,25.63,243.34,71,28.44,180.35,143,9.02,10.58,4,2.76,2,1
VA,80,415,0,0,0,122.38,91,22.54,198.77,103,23.24,240.3,153,12.02,10.92,6,2.86,1,0
WY,134,408,0,0,0,219.14,111,40.36,240.99,95,28.17,257.11,114,12.86,13.92,8,3.63,0,0
SD,120,415,0,0,0,194.59,85,35.84,240.24,87,28.08,268.76,96,13.44,5.4,8,1.41,3,0
IA,36,415,1,1,19,185.84,102,34.23,212.59,118,24.84,325.77,80,16.3,12.08,1,3.16,1,1
MA,67,510,0,0,0,117.95,142,21.73,152.48,80,17.83,92.35,91,4.61,12.54,6,3.27,2,0
ND,128,415,0,0,0,160.54,111,29.58,260.38,112,30.44,258.43,121,12.92,7.82,2,2.04,1,0
RI,111,510,0,0,0,133.08,93,24.52,229.2,89,26.79,187.24,93,9.36,13.8,2,3.6,5,1
VA,129,510,0,1,36,208.43,109,38.4,189.66,88,22.18,219.24,125,10.96,18.86,6,4.92,1,0
MD,1,510,0,0,0,261.08,121,48.1,209.16,100,24.44,204.15,98,10.21,16.22,3,4.23,3,0
NM,75,510,0,0,0,244.43,111,45.03,215.91,113,25.24,249.32,104,12.47,11.84,6,3.09,1,0
NH,89,408,0,0,0,291.68,100,53.73,243.24,132,28.44,214.89,143,10.75,5.4,7,1.41,1,1
HI,100,510,0,0,0,85.08,104,15.67,241.74,108,28.26,152.3,112,7.62,16.1,9,4.2,0,0
TN,80,415,0,0,0,214.16,170,39.45,167.91,92,19.63,184.41,80,9.22,10.7,3,2.79,3,0
RI,106,510,0,0,0,231.24,101,42.59,162.77,74,19.02,263.39,131,13.17,14.03,6,3.66,3,0
VT,150,415,0,1,24,211.57,115,38.97,223.74,116,26.15,179.24,89,8.97,13.45,2,3.51,2,0
AL,74,415,0,0,0,239.03,132,44.03,118.73,100,13.88,243.14,118,12.16,12.19,3,3.18,0,0
VA,76,415,0,0,0,183.24,82,33.76,132.87,92,15.53,222.18,97,11.11,11.5,3,3,0,0
HI,97,415,0,0,0,108.97,78,20.08,250.52,93,29.28,211.34,84,10.57,14.49,3,3.78,2,0
NV,113,415,0,0,0,226.38,160,41.7,372.14,120,43.5,249.11,123,12.46,8.51,2,2.22,1,1
WY,119,415,0,1,27,237.95,136,43.83,287.38,141,33.6,148.35,85,7.42,12.76,3,3.33,0,0
ID,172,408,0,0,0,291.89,108,53.77,274.95,118,32.14,170.63,110,8.53,13.8,6,3.6,2,1
KY,50,415,1,1,26,332,100,61.16,310.1,83,36.25,177.11,115,8.86,9.2,3,2.4,0,0
KS,81,408,0,0,0,179.68,108,33.09,233.16,119,27.26,222.99,72,11.15,15.18,2,3.96,4,0
IA,141,408,0,0,0,89.95,78,16.56,204.23,110,23.87,152.41,84,7.62,12.3,8,3.21,1,0
